Timestamp,Pedestrian_ID,Walking_Speed_mps,Direction_Degrees,Density_people_per_m2,Behavior,Age_Group,Peak_OffPeak,Vehicle_ID,Vehicle_Type,Vehicle_Speed_kmph,Vehicle_Acceleration_mps2,Near_Miss,Traffic_Violation,Weather,Temperature_C,Wind_Speed_mps,Visibility_m,Lighting_Condition,Road_Surface,Obstacle_Present,Traffic_Signal_Phase,Pedestrian_Signal,Signal_Duration_s,Response_to_Pedestrian,Vehicle_Count_per_min,Pedestrian_Count_per_min,Congestion_Level,Event_Type,Accident_Occurred,Accident_Severity
2024-08-08 07:11:30,6809,1.25,212,1.25,Normal,Elderly,Peak,5350,Bicycle,13.02,-1.81,1,None,Fog,28.2,8.34,580.71,Nighttime,Wet,0,Green,Don't Walk,10,0,6,7,High,Emergency Vehicle,0,Minor
2024-04-14 06:31:54,7570,1.05,284,1.84,Group Crossing,Child,Off-Peak,8249,Car,21.59,0.81,0,Red Light Violation,Fog,21.6,2.09,797.05,Low-light,Wet,1,Yellow,Don't Walk,43,0,20,6,Medium,Normal,1,None
2024-08-23 17:37:50,7156,1.37,64,0.11,Jaywalking,Adult,Peak,5042,Truck,12.06,0.13,0,Red Light Violation,Snow,19.7,8.91,270.24,Daytime,Dry,0,Green,Walk,77,1,6,4,Medium,Child Running,1,Fatal
2024-11-18 02:13:08,3989,1.28,351,2.07,Group Crossing,Elderly,Off-Peak,9724,Truck,44.23,-0.23,1,None,Snow,21.4,0.0,123.92,Nighttime,Wet,0,Yellow,Don't Walk,25,1,16,12,High,Normal,1,Major
2024-04-21 20:12:55,7382,1.42,221,1.67,Normal,Adult,Off-Peak,7361,Bus,55.38,2.08,1,Failed to Yield,Rain,26.1,1.34,342.45,Low-light,Snow-covered,0,Green,Walk,35,1,49,16,Low,Child Running,0,Fatal
2024-02-25 10:02:10,3907,1.87,293,1.47,Jaywalking,Child,Off-Peak,6005,Bicycle,42.05,1.73,1,Red Light Violation,Rain,21.1,8.89,986.16,Nighttime,Dry,1,Red,Don't Walk,46,0,7,7,Medium,Emergency Vehicle,0,Fatal
2024-10-24 19:11:23,9098,1.77,40,1.85,Normal,Elderly,Off-Peak,9503,Motorcycle,52.99,0.84,0,None,Clear,0.2,2.73,690.01,Nighttime,Wet,1,Red,Don't Walk,53,1,22,17,Low,Normal,1,Minor
2024-05-19 16:46:14,6294,1.15,326,1.15,Normal,Elderly,Off-Peak,6607,Bus,71.47,0.3,1,Failed to Yield,Snow,-0.5,0.07,140.25,Daytime,Wet,0,Green,Don't Walk,20,0,38,13,Medium,Normal,0,None
2024-01-18 10:58:31,7454,1.27,278,0.56,Waiting,Adult,Off-Peak,8261,Bicycle,25.37,-0.96,0,Red Light Violation,Fog,20.5,8.1,128.79,Low-light,Snow-covered,1,Yellow,Don't Walk,30,0,30,14,High,Child Running,0,Minor
2024-04-08 05:14:00,1425,1.94,194,1.17,Group Crossing,Child,Off-Peak,5067,Bicycle,24.8,-1.58,0,Red Light Violation,Snow,10.1,8.43,353.13,Daytime,Dry,1,Green,Don't Walk,57,1,45,5,High,Child Running,0,Fatal
2024-04-19 02:45:32,7856,0.71,28,1.69,Normal,Child,Peak,6108,Bicycle,69.4,-0.72,0,Red Light Violation,Snow,33.7,3.63,306.94,Daytime,Snow-covered,1,Yellow,Walk,90,1,17,14,High,Child Running,0,Major
2024-08-16 09:00:20,5770,1.55,327,1.99,Normal,Elderly,Peak,8686,Truck,68.26,1.52,0,Red Light Violation,Fog,13.7,7.79,264.83,Daytime,Dry,0,Yellow,Don't Walk,58,0,7,13,Medium,Child Running,0,None
2024-07-28 03:35:29,4510,1.53,69,1.42,Waiting,Child,Peak,5721,Motorcycle,23.72,-1.57,0,None,Rain,33.4,3.86,802.26,Daytime,Wet,1,Red,Don't Walk,52,0,7,15,Low,Emergency Vehicle,1,Fatal
2024-02-21 11:17:08,1908,0.99,270,1.49,Normal,Adult,Off-Peak,8585,Bus,70.53,-0.06,0,Red Light Violation,Fog,29.3,4.31,891.44,Nighttime,Wet,1,Yellow,Don't Walk,31,1,12,7,Low,Emergency Vehicle,0,Minor
2024-03-22 06:45:31,3984,1.42,229,1.22,Normal,Elderly,Peak,5713,Motorcycle,64.52,-0.25,1,Failed to Yield,Clear,-3.9,7.38,810.92,Daytime,Dry,0,Yellow,Don't Walk,19,1,23,2,High,Emergency Vehicle,1,Major
2024-02-23 05:07:47,8724,1.02,70,1.03,Jaywalking,Adult,Off-Peak,8201,Bicycle,25.99,0.58,1,None,Rain,1.2,0.79,96.43,Daytime,Snow-covered,0,Yellow,Don't Walk,80,1,25,18,Low,Child Running,1,None
2024-04-25 03:00:03,9029,0.83,286,2.39,Normal,Adult,Off-Peak,6519,Bicycle,75.79,-1.71,0,Failed to Yield,Clear,15.6,4.42,908.33,Nighttime,Snow-covered,1,Green,Don't Walk,80,0,30,2,Medium,Child Running,0,Minor
2024-09-02 11:51:42,7714,0.86,348,2.14,Normal,Child,Peak,9254,Motorcycle,78.63,1.87,0,Failed to Yield,Snow,30.3,1.74,322.9,Nighttime,Snow-covered,0,Green,Walk,33,1,10,15,Low,Normal,0,None
2024-07-11 22:37:22,1031,1.87,149,0.88,Group Crossing,Elderly,Peak,5156,Bus,40.14,-0.26,0,Failed to Yield,Clear,-2.0,3.81,829.62,Daytime,Snow-covered,1,Yellow,Don't Walk,60,1,23,8,Medium,Normal,0,Minor
2024-01-24 12:51:21,3143,1.16,103,0.6,Waiting,Child,Off-Peak,7629,Bus,35.85,1.72,0,None,Fog,19.4,6.73,548.71,Low-light,Wet,0,Yellow,Walk,90,1,19,12,High,Normal,0,Minor
2024-10-02 01:12:44,9075,1.73,267,1.48,Waiting,Child,Off-Peak,5853,Motorcycle,23.71,-0.28,1,Failed to Yield,Fog,33.1,0.82,668.39,Nighttime,Dry,1,Green,Walk,63,0,25,3,Low,Normal,1,Fatal
2024-12-28 06:38:13,7549,1.62,45,1.1,Group Crossing,Child,Peak,7173,Car,41.19,-0.27,0,Red Light Violation,Fog,7.0,1.6,448.38,Daytime,Wet,1,Yellow,Walk,54,0,47,10,Low,Emergency Vehicle,1,Major
2024-07-31 23:16:29,7044,1.83,223,1.27,Group Crossing,Elderly,Off-Peak,9605,Bus,64.61,-0.46,0,None,Rain,14.0,7.28,122.24,Daytime,Wet,0,Red,Walk,56,0,38,6,Medium,Emergency Vehicle,0,Major
2024-05-27 17:08:19,5955,0.57,314,2.08,Waiting,Adult,Off-Peak,5132,Bus,10.13,-0.01,0,None,Rain,24.7,6.9,768.36,Daytime,Wet,1,Red,Walk,71,1,40,9,Medium,Child Running,1,Minor
2024-11-02 08:26:30,9020,1.55,8,1.77,Jaywalking,Adult,Peak,7219,Car,51.1,0.24,1,Red Light Violation,Snow,-1.2,9.5,896.82,Daytime,Snow-covered,1,Yellow,Walk,79,1,38,3,Medium,Emergency Vehicle,0,Fatal
2024-03-29 22:00:04,5872,0.77,303,1.14,Waiting,Child,Off-Peak,5532,Motorcycle,14.89,-1.13,1,Red Light Violation,Snow,18.2,2.57,634.7,Nighttime,Dry,0,Red,Walk,70,0,29,7,High,Child Running,0,Fatal
2024-09-24 07:22:12,3422,1.87,112,0.71,Normal,Child,Peak,7117,Bicycle,67.09,1.75,0,Red Light Violation,Fog,29.9,0.5,704.73,Low-light,Snow-covered,1,Red,Walk,28,1,43,15,Low,Child Running,0,Minor
2024-03-29 18:55:45,9938,0.77,289,0.99,Normal,Elderly,Peak,5660,Truck,57.14,0.01,0,None,Snow,-3.3,0.93,602.5,Daytime,Wet,1,Green,Walk,81,1,38,14,Medium,Child Running,0,Fatal
2024-12-21 06:03:16,4435,1.01,0,1.66,Waiting,Elderly,Peak,9459,Bus,23.23,1.36,0,Failed to Yield,Clear,29.3,1.48,474.09,Nighttime,Wet,0,Yellow,Walk,87,0,13,18,Low,Normal,1,Fatal
2024-08-25 19:35:22,7948,1.65,145,2.44,Normal,Elderly,Off-Peak,7217,Bus,14.86,0.17,1,None,Fog,30.6,7.84,354.24,Low-light,Dry,0,Green,Walk,18,0,32,12,Low,Child Running,1,Minor
2024-04-05 07:57:15,3802,1.12,178,1.5,Waiting,Adult,Peak,5586,Bicycle,11.97,1.16,0,Red Light Violation,Rain,23.9,4.3,210.69,Low-light,Wet,0,Yellow,Don't Walk,58,1,46,8,Medium,Emergency Vehicle,1,None
2024-02-19 04:37:25,9750,0.68,205,1.39,Jaywalking,Adult,Peak,5057,Bicycle,60.62,2.48,0,None,Clear,-0.8,4.77,980.76,Daytime,Wet,1,Green,Don't Walk,76,1,50,9,Medium,Normal,1,None
2024-02-11 07:30:48,3368,0.56,317,1.66,Group Crossing,Adult,Peak,8054,Bus,27.94,0.86,0,None,Clear,18.5,8.58,612.02,Nighttime,Wet,1,Yellow,Don't Walk,52,1,31,10,Low,Emergency Vehicle,1,Fatal
2024-04-11 19:21:55,9967,1.43,101,1.67,Group Crossing,Elderly,Peak,7645,Bicycle,10.46,-0.32,1,Red Light Violation,Clear,22.1,2.59,796.42,Daytime,Dry,1,Red,Don't Walk,72,0,45,10,Low,Emergency Vehicle,1,Major
2024-05-05 04:56:09,4372,1.32,42,1.82,Waiting,Adult,Off-Peak,8918,Car,75.37,-0.26,0,Failed to Yield,Clear,18.1,9.04,756.38,Nighttime,Snow-covered,1,Green,Walk,50,0,13,2,High,Child Running,1,Minor
2024-04-08 03:07:47,3579,1.9,95,0.51,Group Crossing,Child,Off-Peak,7025,Bus,58.5,-1.46,0,None,Fog,11.7,7.29,187.76,Low-light,Dry,1,Green,Walk,88,1,42,4,Medium,Emergency Vehicle,1,None
2024-08-17 11:24:25,5371,1.06,319,1.02,Waiting,Child,Peak,7195,Motorcycle,22.41,2.3,0,Red Light Violation,Snow,32.4,0.18,410.11,Nighttime,Snow-covered,1,Green,Don't Walk,24,1,10,13,Medium,Emergency Vehicle,0,None
2024-04-12 01:37:57,1848,0.77,81,0.5,Normal,Elderly,Off-Peak,8853,Truck,41.25,1.7,0,Failed to Yield,Snow,8.4,3.21,669.48,Low-light,Wet,0,Green,Walk,51,1,9,12,Medium,Child Running,1,Fatal
2024-02-28 16:59:12,8788,1.97,115,2.14,Normal,Elderly,Off-Peak,8049,Bus,21.52,0.93,0,Red Light Violation,Rain,13.7,8.27,130.36,Nighttime,Wet,0,Red,Walk,45,1,49,2,High,Normal,0,Fatal
2024-04-07 07:36:15,8015,1.02,193,2.14,Waiting,Elderly,Peak,9178,Car,65.09,-0.88,1,Failed to Yield,Clear,20.6,5.2,381.01,Nighttime,Dry,1,Green,Walk,28,1,23,10,Low,Emergency Vehicle,1,None
2024-06-15 01:20:05,8307,1.17,270,1.09,Group Crossing,Elderly,Peak,5601,Bicycle,75.0,-0.9,1,Failed to Yield,Snow,3.6,5.28,393.82,Nighttime,Dry,1,Green,Walk,83,1,19,4,Medium,Child Running,0,Fatal
2024-10-19 00:11:10,3428,1.37,138,2.24,Normal,Adult,Peak,7592,Car,17.44,1.01,0,Failed to Yield,Rain,11.0,9.33,907.92,Daytime,Dry,0,Green,Don't Walk,59,1,44,6,Low,Emergency Vehicle,1,Fatal
2024-06-20 15:02:41,8399,0.64,286,2.28,Normal,Child,Peak,8513,Motorcycle,79.6,-0.52,0,Failed to Yield,Snow,-2.4,7.44,76.06,Nighttime,Dry,1,Yellow,Don't Walk,50,1,47,2,Low,Normal,0,None
2024-02-08 08:25:17,3819,1.48,180,1.84,Normal,Adult,Peak,5366,Bus,60.69,-1.69,0,Failed to Yield,Fog,31.1,5.27,904.28,Daytime,Snow-covered,0,Green,Walk,84,1,40,2,High,Child Running,0,Fatal
2024-10-01 10:57:46,4193,1.5,149,2.46,Group Crossing,Child,Peak,5735,Car,79.24,-0.39,0,None,Fog,8.9,7.15,696.23,Nighttime,Wet,0,Yellow,Walk,40,1,8,20,Medium,Emergency Vehicle,1,None
2024-09-23 19:45:44,7764,1.82,64,0.8,Jaywalking,Child,Off-Peak,9156,Truck,34.1,-1.26,0,Failed to Yield,Clear,-1.3,4.17,419.61,Low-light,Dry,0,Green,Walk,19,0,40,11,Medium,Child Running,0,Minor
2024-04-20 17:02:23,5271,1.73,242,1.01,Normal,Elderly,Off-Peak,9596,Bicycle,21.32,2.05,0,Red Light Violation,Snow,22.3,0.13,285.52,Nighttime,Wet,1,Green,Don't Walk,32,0,16,3,Low,Normal,1,Fatal
2024-01-09 18:05:52,5984,1.32,189,1.33,Group Crossing,Child,Off-Peak,6264,Bicycle,74.49,2.22,1,None,Snow,19.0,0.75,67.02,Nighttime,Snow-covered,1,Yellow,Walk,62,1,50,4,High,Normal,0,Major
2024-01-14 19:19:46,4572,1.7,37,0.56,Jaywalking,Elderly,Off-Peak,7443,Motorcycle,33.29,1.77,1,Failed to Yield,Clear,7.8,2.88,943.44,Low-light,Snow-covered,0,Red,Walk,75,0,13,9,Medium,Emergency Vehicle,1,Major
2024-02-12 16:02:18,9600,1.52,153,2.15,Jaywalking,Child,Off-Peak,8728,Bicycle,33.79,-1.21,1,Red Light Violation,Snow,12.2,0.34,439.76,Daytime,Wet,0,Red,Walk,61,1,36,8,High,Normal,1,Major
2024-12-11 02:32:09,1224,1.58,282,2.25,Waiting,Elderly,Peak,6740,Bus,41.27,2.58,1,None,Rain,13.1,9.54,773.82,Daytime,Wet,1,Red,Don't Walk,25,1,33,19,Medium,Normal,0,None
2024-12-10 05:18:01,6788,1.04,128,0.6,Group Crossing,Child,Off-Peak,6188,Motorcycle,58.0,1.97,1,Failed to Yield,Fog,-1.4,1.6,457.34,Nighttime,Snow-covered,1,Red,Don't Walk,80,1,21,6,High,Normal,0,Fatal
2024-02-17 16:55:40,9295,0.53,356,2.5,Jaywalking,Adult,Off-Peak,5551,Bus,73.59,-0.76,0,Red Light Violation,Snow,32.7,7.84,153.71,Nighttime,Wet,1,Yellow,Don't Walk,33,0,40,15,Medium,Emergency Vehicle,1,Major
2024-11-18 00:12:49,1252,1.25,221,1.09,Waiting,Adult,Peak,6538,Car,26.6,1.25,0,None,Clear,23.0,6.35,770.49,Daytime,Dry,0,Yellow,Don't Walk,89,1,39,16,Low,Normal,1,Minor
2024-07-10 02:57:13,2554,1.29,300,1.95,Waiting,Adult,Off-Peak,5353,Motorcycle,74.53,0.55,1,Red Light Violation,Clear,-2.4,6.81,478.45,Low-light,Snow-covered,1,Yellow,Walk,12,0,9,8,Low,Child Running,0,None
2024-05-22 07:45:09,7272,1.22,244,1.46,Waiting,Child,Off-Peak,9940,Bicycle,32.91,1.27,1,None,Rain,32.8,6.89,932.98,Nighttime,Snow-covered,1,Green,Don't Walk,28,1,17,7,High,Normal,1,None
2024-10-16 05:24:03,5391,1.03,202,1.58,Normal,Elderly,Peak,5071,Bus,66.1,-0.02,1,None,Rain,31.5,7.15,594.81,Daytime,Snow-covered,1,Yellow,Walk,63,1,37,15,Low,Normal,0,Minor
2024-04-10 12:38:16,1361,0.55,278,1.81,Group Crossing,Child,Peak,6425,Truck,30.98,1.59,0,None,Clear,27.1,7.41,971.83,Daytime,Dry,1,Green,Walk,54,0,27,6,Medium,Emergency Vehicle,0,Major
2024-09-20 09:34:00,6620,0.71,282,2.35,Jaywalking,Elderly,Off-Peak,8240,Motorcycle,64.08,1.2,0,None,Snow,24.4,0.1,272.05,Daytime,Wet,1,Red,Don't Walk,87,0,47,15,Medium,Child Running,1,Minor
2024-12-12 14:48:10,5611,1.33,193,0.5,Waiting,Elderly,Off-Peak,6026,Bus,27.4,-0.85,1,Failed to Yield,Snow,22.3,9.11,210.74,Daytime,Wet,0,Yellow,Don't Walk,13,0,24,12,Medium,Child Running,0,None
2024-02-26 05:15:57,9108,0.61,112,0.93,Waiting,Elderly,Peak,6170,Motorcycle,31.62,1.47,0,Red Light Violation,Rain,8.4,7.86,738.79,Daytime,Wet,0,Green,Don't Walk,36,1,19,4,Low,Normal,1,None
2024-08-24 17:08:22,5754,1.81,119,1.4,Group Crossing,Elderly,Peak,8354,Bus,63.58,1.81,1,None,Fog,11.4,9.24,906.63,Daytime,Dry,0,Red,Don't Walk,39,1,18,13,Medium,Emergency Vehicle,0,Major
2024-03-16 19:16:21,7206,1.1,84,2.27,Group Crossing,Elderly,Off-Peak,5279,Bicycle,58.63,-1.38,1,None,Rain,29.0,7.49,569.0,Low-light,Dry,0,Red,Don't Walk,69,0,17,10,Medium,Normal,0,Major
2024-07-09 16:35:14,3187,1.34,278,1.12,Jaywalking,Child,Off-Peak,9224,Bicycle,17.24,-1.68,1,Failed to Yield,Snow,16.2,4.57,598.38,Daytime,Wet,1,Red,Don't Walk,44,0,9,16,Medium,Child Running,0,Fatal
2024-08-22 13:55:42,1719,1.82,41,0.13,Jaywalking,Child,Peak,9701,Car,37.88,-0.49,1,Failed to Yield,Fog,21.7,8.62,65.61,Daytime,Dry,1,Red,Don't Walk,25,1,10,17,Low,Child Running,1,Major
2024-04-10 16:18:58,7906,0.51,213,0.19,Group Crossing,Child,Off-Peak,9806,Truck,77.75,1.8,1,Failed to Yield,Snow,27.8,3.1,287.24,Low-light,Snow-covered,1,Yellow,Don't Walk,85,0,42,16,Low,Normal,1,None
2024-11-27 05:49:39,1036,1.4,110,1.0,Normal,Adult,Off-Peak,8971,Bus,38.71,2.65,0,None,Rain,22.6,0.16,332.52,Daytime,Wet,0,Green,Don't Walk,49,1,33,15,Low,Emergency Vehicle,0,Major
2024-01-15 18:35:35,3245,0.95,149,2.35,Waiting,Child,Peak,8252,Bicycle,12.63,2.39,1,Red Light Violation,Rain,8.9,4.83,809.61,Daytime,Snow-covered,0,Red,Walk,59,0,32,2,High,Normal,0,Fatal
2024-02-13 10:01:44,2077,0.61,158,0.84,Waiting,Elderly,Peak,7777,Truck,37.27,1.03,0,Failed to Yield,Snow,14.3,2.21,311.08,Low-light,Dry,0,Green,Walk,64,0,25,3,Low,Normal,1,Major
2024-05-06 03:26:55,9808,0.57,165,1.66,Waiting,Elderly,Off-Peak,5414,Car,20.72,2.6,1,Red Light Violation,Fog,23.8,8.7,199.75,Low-light,Wet,0,Yellow,Don't Walk,39,1,34,15,High,Emergency Vehicle,0,Fatal
2024-08-01 11:02:49,5329,0.83,5,1.21,Waiting,Adult,Peak,9578,Motorcycle,41.77,0.25,0,Red Light Violation,Fog,26.6,3.72,949.16,Nighttime,Wet,1,Green,Don't Walk,52,1,41,16,Low,Emergency Vehicle,1,Minor
2024-03-25 09:50:21,9164,0.73,86,1.64,Group Crossing,Elderly,Peak,5299,Bus,75.59,-0.56,1,None,Fog,33.8,9.39,861.76,Low-light,Wet,0,Yellow,Don't Walk,75,0,47,5,High,Child Running,1,None
2024-08-26 19:54:56,5817,1.74,218,1.89,Jaywalking,Child,Peak,6985,Truck,35.62,1.99,1,Failed to Yield,Rain,21.6,5.72,57.61,Low-light,Dry,1,Yellow,Don't Walk,86,0,42,8,High,Normal,0,Fatal
2024-12-16 14:27:43,7824,1.34,125,1.27,Normal,Elderly,Peak,6684,Truck,77.14,2.78,0,None,Fog,-1.3,4.29,382.31,Nighttime,Wet,0,Red,Walk,35,0,17,15,Low,Child Running,0,Fatal
2024-07-21 20:14:43,6245,1.01,320,1.58,Waiting,Adult,Peak,5668,Bus,69.21,2.03,0,None,Snow,28.7,1.86,82.77,Nighttime,Dry,1,Red,Don't Walk,48,0,18,17,High,Emergency Vehicle,1,Fatal
2024-04-28 11:15:05,3739,0.79,149,1.71,Jaywalking,Adult,Peak,7778,Bicycle,19.26,2.42,1,Failed to Yield,Fog,12.9,4.14,996.21,Nighttime,Dry,0,Yellow,Walk,39,1,33,9,Low,Emergency Vehicle,1,Major
2024-06-06 17:06:39,5769,1.17,233,2.14,Normal,Adult,Peak,8729,Motorcycle,36.55,-0.49,1,None,Clear,30.9,8.67,508.19,Nighttime,Dry,0,Red,Walk,60,1,15,9,Medium,Emergency Vehicle,1,Minor
2024-09-08 10:40:09,7459,0.71,277,0.86,Normal,Adult,Peak,7092,Car,34.86,0.04,1,Failed to Yield,Fog,-4.9,6.65,481.58,Daytime,Dry,1,Yellow,Don't Walk,42,1,43,6,High,Normal,0,Fatal
2024-01-14 05:48:50,8039,1.57,60,1.34,Jaywalking,Elderly,Peak,7939,Motorcycle,33.3,-0.7,1,None,Rain,2.2,1.62,878.79,Daytime,Dry,1,Green,Walk,67,0,11,10,High,Child Running,0,Major
2024-10-01 09:43:44,9296,1.09,50,2.32,Jaywalking,Adult,Off-Peak,5037,Bus,67.85,-0.99,0,None,Rain,8.1,5.83,751.73,Nighttime,Dry,1,Red,Don't Walk,48,1,38,8,High,Normal,0,Fatal
2024-08-28 09:33:14,9333,1.56,123,1.86,Group Crossing,Child,Off-Peak,8234,Car,55.55,1.46,1,Failed to Yield,Fog,15.0,3.99,211.55,Low-light,Wet,1,Red,Walk,36,0,21,10,High,Emergency Vehicle,1,Fatal
2024-08-04 21:06:02,2678,1.97,94,0.12,Waiting,Adult,Off-Peak,9090,Car,77.5,1.1,1,Red Light Violation,Rain,23.7,0.28,331.66,Nighttime,Snow-covered,0,Green,Walk,12,1,38,12,High,Emergency Vehicle,1,None
2024-06-16 04:25:54,2649,1.37,118,0.51,Normal,Child,Off-Peak,9869,Car,10.11,2.02,0,None,Rain,7.8,7.54,561.61,Daytime,Snow-covered,0,Red,Walk,83,1,50,10,High,Child Running,1,Major
2024-09-20 19:28:20,6919,1.46,199,2.37,Jaywalking,Child,Peak,6374,Bicycle,15.27,1.6,0,None,Rain,-2.0,1.56,873.03,Low-light,Dry,0,Green,Walk,51,0,20,3,High,Child Running,1,None
2024-03-16 16:22:04,8770,1.96,337,2.01,Normal,Child,Off-Peak,8572,Bus,36.13,2.24,1,None,Fog,-2.5,5.73,884.37,Low-light,Dry,0,Red,Walk,61,1,33,1,Low,Emergency Vehicle,0,Major
2024-10-17 04:26:49,4211,0.97,352,0.85,Jaywalking,Child,Off-Peak,7272,Bus,52.45,0.41,1,None,Clear,29.1,2.27,936.84,Nighttime,Snow-covered,1,Yellow,Don't Walk,57,1,11,15,Low,Child Running,0,None
2024-11-28 09:28:10,6149,0.51,131,0.61,Waiting,Child,Off-Peak,7497,Car,11.88,0.4,0,Failed to Yield,Rain,30.1,7.74,730.55,Nighttime,Wet,0,Red,Don't Walk,73,1,15,2,High,Normal,1,None
2024-07-30 12:22:51,3424,0.64,232,1.8,Jaywalking,Child,Off-Peak,5320,Motorcycle,31.09,2.81,1,Failed to Yield,Snow,5.3,5.4,472.63,Low-light,Snow-covered,1,Green,Walk,60,0,43,6,Medium,Normal,1,Major
2024-01-04 04:48:41,4687,1.1,82,2.43,Group Crossing,Child,Peak,6765,Bicycle,10.26,1.56,1,None,Rain,-0.1,6.35,763.12,Nighttime,Snow-covered,1,Green,Walk,53,0,29,15,Low,Normal,1,None
2024-08-03 19:31:56,1327,1.08,151,0.21,Jaywalking,Elderly,Peak,6214,Bicycle,38.35,1.46,0,None,Fog,14.4,1.39,614.07,Nighttime,Wet,1,Yellow,Don't Walk,12,0,12,4,Low,Emergency Vehicle,0,Minor
2024-12-10 09:59:14,1837,1.58,14,0.49,Normal,Adult,Peak,5569,Motorcycle,19.27,2.68,1,Red Light Violation,Rain,30.9,3.29,279.33,Low-light,Dry,0,Yellow,Walk,19,1,34,18,High,Normal,0,None
2024-12-11 06:05:54,3303,1.85,303,0.28,Waiting,Elderly,Off-Peak,8845,Bicycle,22.32,0.47,0,Red Light Violation,Fog,6.5,6.45,575.62,Daytime,Dry,1,Yellow,Walk,52,1,13,20,High,Emergency Vehicle,0,Major
2024-11-15 11:09:06,9964,1.08,256,1.15,Normal,Child,Off-Peak,8276,Truck,16.51,2.76,1,Red Light Violation,Snow,13.5,9.87,810.23,Low-light,Dry,0,Green,Don't Walk,43,0,13,11,Medium,Normal,0,None
2024-08-10 20:32:44,8126,1.07,49,0.15,Group Crossing,Child,Off-Peak,5152,Motorcycle,72.19,1.11,0,None,Snow,32.5,3.32,204.68,Daytime,Wet,0,Red,Don't Walk,51,0,19,14,High,Normal,1,Fatal
2024-05-14 04:03:05,1024,1.21,143,2.04,Normal,Child,Off-Peak,7384,Truck,19.31,-0.79,0,Red Light Violation,Fog,-1.1,4.88,129.92,Low-light,Dry,0,Green,Walk,45,0,43,10,High,Normal,1,Fatal
2024-07-15 10:07:34,5371,0.82,128,1.79,Jaywalking,Child,Peak,7774,Motorcycle,62.0,-0.83,0,None,Rain,0.5,1.13,977.55,Low-light,Dry,0,Green,Walk,18,0,16,12,High,Normal,1,Minor
2024-07-31 17:13:29,7215,0.5,153,1.56,Group Crossing,Child,Peak,5765,Car,32.97,2.15,1,Red Light Violation,Fog,26.4,1.83,230.55,Low-light,Wet,0,Green,Walk,73,0,49,18,Low,Normal,1,None
2024-02-25 06:46:13,1591,1.71,349,2.22,Normal,Adult,Peak,9390,Car,12.53,-0.12,0,Red Light Violation,Rain,18.0,9.94,134.45,Nighttime,Snow-covered,1,Red,Don't Walk,88,1,35,4,Medium,Normal,1,Major
2024-06-11 23:58:28,3819,1.28,37,2.32,Group Crossing,Child,Peak,9178,Truck,64.49,-1.21,0,Failed to Yield,Fog,10.0,9.5,755.25,Nighttime,Dry,1,Red,Walk,73,1,32,2,Low,Emergency Vehicle,0,Fatal
2024-01-17 23:04:53,1897,1.74,62,1.51,Normal,Elderly,Off-Peak,9149,Motorcycle,61.33,-2.0,1,None,Rain,20.5,0.41,614.24,Daytime,Wet,1,Green,Don't Walk,40,1,14,15,Medium,Normal,1,Major
2024-01-30 20:18:59,7425,1.41,170,0.47,Jaywalking,Adult,Peak,6028,Truck,13.73,-1.37,0,None,Rain,18.1,1.96,831.99,Daytime,Wet,1,Red,Don't Walk,58,0,11,5,Low,Child Running,0,Minor
2024-02-01 21:29:19,6041,1.0,301,1.58,Group Crossing,Adult,Peak,9973,Truck,70.95,0.39,0,Failed to Yield,Fog,-4.1,8.97,60.87,Low-light,Snow-covered,0,Green,Walk,72,1,23,2,Low,Normal,0,Minor
2024-12-08 14:55:03,2803,0.88,314,0.58,Normal,Child,Peak,7854,Bus,22.96,-0.52,0,Failed to Yield,Clear,33.4,8.2,576.89,Nighttime,Wet,1,Red,Walk,21,0,8,19,Medium,Child Running,1,Fatal
2024-04-06 15:17:24,4053,1.12,253,2.44,Waiting,Child,Peak,6953,Truck,60.71,2.48,0,None,Snow,9.5,5.85,272.28,Daytime,Dry,0,Green,Walk,70,1,35,14,Medium,Emergency Vehicle,1,Major
2024-06-04 23:46:37,1659,0.98,215,2.14,Group Crossing,Child,Off-Peak,7714,Bus,48.98,1.85,1,None,Rain,18.2,5.01,556.99,Daytime,Snow-covered,1,Red,Walk,28,1,8,12,High,Normal,0,Minor
2024-03-22 22:50:17,4219,0.76,281,0.57,Normal,Child,Peak,8910,Bus,78.39,-1.19,1,None,Fog,21.6,2.51,315.91,Daytime,Snow-covered,0,Red,Don't Walk,56,1,46,18,Low,Child Running,1,None
2024-09-28 00:15:52,8859,0.77,157,0.25,Group Crossing,Child,Peak,8043,Car,33.5,-0.46,1,Failed to Yield,Clear,1.3,3.33,254.04,Low-light,Dry,0,Yellow,Walk,38,1,15,5,Low,Child Running,1,None
2024-08-27 11:57:51,5614,1.22,271,0.91,Normal,Adult,Peak,5298,Car,51.39,0.95,0,Failed to Yield,Fog,11.3,5.09,821.36,Nighttime,Dry,1,Green,Walk,53,0,23,16,Medium,Normal,0,Major
2024-01-05 22:50:35,3380,1.02,297,0.41,Jaywalking,Child,Peak,6689,Bus,38.34,1.44,0,Failed to Yield,Fog,32.2,0.91,483.09,Nighttime,Snow-covered,1,Green,Walk,76,0,22,3,High,Emergency Vehicle,1,None
