User_ID,Age,Gender,Occupation,Preference,Preferred_Pickup_Time,Preferred_Dropoff_Time,Carpool_Willingness,Preferred_Route,Vehicle_Type,Historical_Ride_Patterns,Travel_Frequency,Cancellation_Rate,Traffic_Conditions,POI,Distance_Matrix,Optimal_Routes,Past_Rides,Real_Time_Request,Vehicle_Availability,Real_Time_Traffic,Historical_Traffic,Weather_Condition,Event,Fuel_Price,Ride_Match_Success,User_Satisfaction,Dynamic_Pricing,Wait_Times,Incident_Reports,Congestion_Hotspots
479,63,Female,Freelancer,Non-Smoking,2024-01-16 13:25,2024-02-20 23:08,Yes,Route 12,Electric,130,Occasionally,0.49,Heavy,POI 16,16.49,Optimal Route 4,257,Yes,Busy,Smooth,Medium,Snowy,Sports Event,1220.6,0.71,4.6,27.51,11,5,Hotspot 9
480,36,Male,Teacher,Music,2024-01-16 06:34,2024-03-14 02:38,No,Route 18,Hatchback,53,Weekly,0.04,Light,POI 35,47.77,Optimal Route 6,228,No,Busy,Congested,Medium,Sunny,Concert,1267.09,0.72,3.9,10.61,4,4,Hotspot 6
481,18,Female,Vlogger,Music,2024-02-14 16:19,2024-01-08 23:24,No,Route 12,Auto,82,Weekly,0.26,Heavy,POI 13,5.71,Optimal Route 4,437,No,Busy,Congested,Medium,Cloudy,Concert,1178.94,0.76,1.5,8.58,13,5,Hotspot 9
482,18,Male,Freelancer,Non-Smoking,2024-02-04 17:52,2024-03-16 19:33,Yes,Route 12,Bus,117,Occasionally,0.27,Heavy,POI 40,10.51,Optimal Route 3,369,Yes,Busy,Congested,Low,Rainy,Concert,1192.62,0.73,3.2,30.89,12,5,Hotspot 18
483,64,Male,Vlogger,Conversation,2024-01-03 07:13,2024-01-17 11:50,No,Route 5,Motorbike,159,Weekly,0.14,Heavy,POI 25,43.76,Optimal Route 6,461,Yes,Busy,Smooth,High,Sunny,Concert,1442.03,0.62,4.5,20.47,5,5,Hotspot 5
484,63,Male,Engineer,Smoking,2024-01-15 15:27,2024-02-05 00:35,No,Route 14,Motorbike,64,Daily,0.17,Light,POI 32,12.17,Optimal Route 10,446,No,Available,Congested,High,Cloudy,Concert,1467.2,0.87,4.3,6.31,11,4,Hotspot 10
485,33,Male,Business Man,Silent,2024-03-31 02:46,2024-01-24 10:29,Yes,Route 10,Electric,84,Weekly,0.01,Heavy,POI 44,15.34,Optimal Route 9,200,Yes,Available,Moderate,Low,Cloudy,Festival,1423.47,0.8,4.0,14.79,4,0,Hotspot 12
486,41,Female,Freelancer,Music,2024-02-25 16:31,2024-03-13 06:19,Yes,Route 15,Hatchback,126,Occasionally,0.11,Light,POI 14,49.34,Optimal Route 1,334,Yes,Available,Moderate,Low,Rainy,Festival,1247.27,0.72,4.2,13.09,12,5,Hotspot 19
487,48,Male,Freelancer,Smoking,2024-01-24 20:12,2024-02-14 07:05,No,Route 4,Electric,67,Occasionally,0.23,Heavy,POI 2,5.42,Optimal Route 1,60,Yes,Busy,Congested,Medium,Sunny,Concert,1137.86,0.73,1.4,25.66,5,0,Hotspot 8
488,41,Male,Student,Silent,2024-02-27 05:38,2024-01-05 23:10,No,Route 9,Bus,188,Daily,0.05,Moderate,POI 34,3.91,Optimal Route 8,106,No,Available,Moderate,Medium,Cloudy,Concert,1416.33,0.5,1.1,24.17,4,0,Hotspot 20
489,63,Male,Engineer,Silent,2024-02-14 07:10,2024-02-04 14:33,Yes,Route 10,Electric,109,Daily,0.39,Heavy,POI 23,19.03,Optimal Route 9,327,Yes,Busy,Congested,High,Snowy,None,1230.46,0.53,4.7,40.5,11,4,Hotspot 8
490,46,Male,Student,Silent,2024-01-18 15:06,2024-01-20 23:55,No,Route 5,Motorbike,77,Daily,0.2,Moderate,POI 44,41.18,Optimal Route 10,437,No,Busy,Moderate,Medium,Rainy,Festival,1292.49,0.99,3.5,8.18,2,4,Hotspot 6
491,27,Female,Business Woman,Smoking,2024-01-20 01:07,2024-02-03 03:25,No,Route 20,Hatchback,97,Occasionally,0.35,Moderate,POI 12,31.17,Optimal Route 5,20,No,Busy,Smooth,High,Cloudy,Festival,1171.99,0.86,2.9,15.41,3,0,Hotspot 4
492,64,Female,Driver,Music,2024-02-24 10:14,2024-02-16 19:00,No,Route 9,Motorbike,109,Occasionally,0.41,Heavy,POI 6,3.85,Optimal Route 7,122,Yes,Available,Congested,High,Cloudy,None,1333.16,0.94,4.3,40.56,4,5,Hotspot 20
493,20,Female,Driver,Music,2024-03-30 03:03,2024-01-31 18:17,Yes,Route 18,Auto,101,Daily,0.37,Light,POI 35,2.57,Optimal Route 7,282,No,Busy,Congested,Low,Cloudy,Festival,1084.37,1.0,2.4,28.96,8,4,Hotspot 16
494,26,Female,Business Woman,Silent,2024-03-04 15:46,2024-03-01 04:18,No,Route 3,Electric,102,Weekly,0.49,Heavy,POI 5,40.3,Optimal Route 9,287,Yes,Available,Congested,Low,Sunny,Sports Event,1223.08,0.7,3.4,28.75,14,3,Hotspot 13
495,40,Female,Driver,Non-Smoking,2024-01-01 01:30,2024-02-05 02:45,No,Route 9,Hatchback,195,Daily,0.44,Heavy,POI 4,10.48,Optimal Route 9,408,No,Available,Congested,Low,Sunny,Festival,1217.82,0.81,3.1,13.5,7,3,Hotspot 9
496,36,Female,Engineer,Conversation,2024-02-28 20:57,2024-01-22 19:47,No,Route 10,Auto,123,Occasionally,0.13,Light,POI 24,45.13,Optimal Route 7,258,Yes,Busy,Congested,Medium,Cloudy,None,1078.23,0.9,1.1,30.5,6,0,Hotspot 1
497,19,Male,Doctor,Music,2024-01-02 01:13,2024-03-09 16:25,No,Route 19,SUV,196,Weekly,0.24,Heavy,POI 45,9.9,Optimal Route 2,261,Yes,Available,Moderate,Medium,Rainy,Concert,1361.8,0.74,1.1,33.37,10,3,Hotspot 10
498,49,Female,Driver,Non-Smoking,2024-02-29 11:00,2024-03-31 00:53,No,Route 8,SUV,129,Occasionally,0.46,Heavy,POI 33,16.13,Optimal Route 7,38,No,Busy,Smooth,Low,Snowy,Concert,1060.25,0.9,3.4,24.78,7,0,Hotspot 4
499,53,Male,Student,Music,2024-03-06 09:33,2024-01-23 23:49,No,Route 15,Auto,10,Occasionally,0.17,Heavy,POI 13,49.65,Optimal Route 6,339,No,Available,Congested,Low,Snowy,Concert,1303.12,0.77,2.4,5.88,10,2,Hotspot 8
500,25,Male,Private Employee,Music,2024-02-25 20:16,2024-02-24 16:54,No,Route 18,Electric,30,Occasionally,0.2,Heavy,POI 29,34.53,Optimal Route 2,276,Yes,Busy,Smooth,High,Snowy,Sports Event,1411.59,0.59,1.1,16.54,12,1,Hotspot 16
501,29,Male,Private Employee,Conversation,2024-02-02 18:17,2024-03-13 21:22,No,Route 7,Bus,117,Occasionally,0.12,Heavy,POI 15,43.95,Optimal Route 9,306,Yes,Busy,Smooth,High,Cloudy,Festival,1412.14,0.88,2.7,31.1,8,4,Hotspot 2
502,19,Male,Vlogger,Silent,2024-03-22 15:02,2024-03-05 19:28,No,Route 14,Auto,100,Weekly,0.01,Moderate,POI 46,42.07,Optimal Route 6,410,No,Available,Smooth,High,Snowy,Festival,1061.31,0.57,2.2,45.62,15,3,Hotspot 4
503,21,Female,Student,Silent,2024-02-28 16:27,2024-01-31 23:54,No,Route 15,Sedan,167,Daily,0.05,Heavy,POI 6,40.12,Optimal Route 1,28,No,Available,Congested,Low,Rainy,Concert,1460.69,0.85,2.2,6.31,11,4,Hotspot 15
504,28,Male,Private Employee,Silent,2024-01-27 15:07,2024-03-31 01:36,No,Route 3,Hatchback,102,Occasionally,0.19,Moderate,POI 4,43.78,Optimal Route 9,7,Yes,Busy,Moderate,Medium,Cloudy,None,1137.4,0.62,4.2,30.24,7,5,Hotspot 11
505,48,Male,Student,Silent,2024-03-13 02:51,2024-01-15 18:34,No,Route 3,Sedan,126,Daily,0.48,Light,POI 21,26.87,Optimal Route 4,291,No,Busy,Smooth,Low,Cloudy,Festival,1294.72,0.8,3.1,23.02,3,3,Hotspot 13
506,27,Male,Business Man,Conversation,2024-03-26 03:01,2024-02-04 16:06,Yes,Route 15,Auto,126,Occasionally,0.17,Heavy,POI 32,12.17,Optimal Route 1,131,Yes,Available,Moderate,Low,Cloudy,Concert,1026.54,0.69,2.1,36.0,4,1,Hotspot 9
507,55,Male,Business Man,Music,2024-01-27 15:46,2024-02-03 02:39,No,Route 12,SUV,56,Weekly,0.15,Light,POI 38,26.78,Optimal Route 3,427,Yes,Busy,Congested,High,Snowy,Sports Event,1094.84,0.82,1.2,49.21,3,4,Hotspot 7
508,34,Male,Vlogger,Non-Smoking,2024-01-12 09:33,2024-02-14 15:06,No,Route 9,Bus,92,Daily,0.45,Light,POI 28,47.68,Optimal Route 2,450,No,Available,Moderate,Medium,Sunny,None,1296.83,0.93,4.0,31.22,15,5,Hotspot 3
509,63,Male,Vlogger,Non-Smoking,2024-01-02 21:57,2024-02-23 22:22,Yes,Route 19,Auto,74,Daily,0.13,Light,POI 2,31.13,Optimal Route 1,326,No,Available,Smooth,Low,Snowy,Concert,1436.31,1.0,3.4,31.57,11,3,Hotspot 4
510,55,Male,Engineer,Smoking,2024-03-04 17:55,2024-01-23 21:04,Yes,Route 7,Hatchback,83,Occasionally,0.3,Light,POI 46,43.8,Optimal Route 1,248,Yes,Available,Smooth,High,Snowy,Sports Event,1141.44,0.89,4.4,35.12,10,3,Hotspot 16
511,39,Male,Private Employee,Non-Smoking,2024-03-19 11:40,2024-03-15 07:30,No,Route 8,SUV,42,Occasionally,0.14,Light,POI 34,42.41,Optimal Route 1,156,No,Available,Smooth,High,Snowy,Sports Event,1026.86,0.79,3.9,37.08,7,2,Hotspot 15
512,39,Male,Business Man,Conversation,2024-03-07 02:29,2024-01-29 14:27,No,Route 5,Sedan,75,Occasionally,0.2,Heavy,POI 2,17.59,Optimal Route 2,474,Yes,Available,Congested,Low,Sunny,Sports Event,1173.14,0.89,2.7,32.25,14,4,Hotspot 6
513,22,Female,Vlogger,Silent,2024-01-23 13:06,2024-01-12 11:41,No,Route 19,Sedan,63,Weekly,0.28,Moderate,POI 17,13.24,Optimal Route 7,210,Yes,Busy,Smooth,High,Cloudy,Festival,1231.13,0.86,2.7,21.18,14,0,Hotspot 7
514,22,Male,Doctor,Conversation,2024-03-08 20:33,2024-02-07 18:05,Yes,Route 14,Bus,198,Weekly,0.19,Heavy,POI 39,5.92,Optimal Route 2,332,Yes,Available,Moderate,Low,Sunny,Concert,1428.28,1.0,2.3,16.85,12,2,Hotspot 13
515,63,Female,Engineer,Smoking,2024-01-28 10:08,2024-02-17 16:03,No,Route 4,Motorbike,118,Occasionally,0.33,Light,POI 25,34.88,Optimal Route 10,110,Yes,Available,Congested,Medium,Cloudy,Sports Event,1065.05,0.82,4.7,49.15,7,2,Hotspot 10
516,40,Male,Vlogger,Silent,2024-01-07 10:25,2024-02-22 20:30,Yes,Route 14,Sedan,168,Weekly,0.27,Light,POI 23,29.86,Optimal Route 4,182,No,Available,Moderate,Low,Snowy,Concert,1282.73,0.88,2.6,35.7,13,0,Hotspot 16
517,22,Male,Business Woman,Silent,2024-03-19 10:29,2024-01-02 01:20,No,Route 14,Sedan,195,Weekly,0.07,Heavy,POI 46,11.65,Optimal Route 1,214,Yes,Available,Congested,Medium,Cloudy,Concert,1095.6,0.89,1.0,14.65,7,4,Hotspot 9
518,53,Male,Private Employee,Non-Smoking,2024-03-28 20:06,2024-01-05 05:00,No,Route 4,Hatchback,139,Daily,0.38,Moderate,POI 11,15.02,Optimal Route 3,365,No,Available,Moderate,Medium,Snowy,Concert,1234.66,0.6,2.7,49.44,5,0,Hotspot 8
519,47,Male,Teacher,Silent,2024-03-20 10:09,2024-03-28 04:47,Yes,Route 10,Motorbike,174,Occasionally,0.11,Moderate,POI 50,33.91,Optimal Route 6,295,Yes,Available,Smooth,Medium,Sunny,Concert,1337.27,0.72,2.1,23.71,5,4,Hotspot 18
520,44,Male,Business Man,Silent,2024-02-27 11:34,2024-02-03 12:03,No,Route 5,Hatchback,69,Occasionally,0.22,Light,POI 30,38.26,Optimal Route 4,11,No,Busy,Moderate,High,Rainy,None,1044.0,0.99,1.4,24.21,8,4,Hotspot 1
521,30,Female,Teacher,Silent,2024-01-14 07:29,2024-03-18 01:37,No,Route 11,Motorbike,174,Daily,0.33,Light,POI 10,40.86,Optimal Route 8,338,No,Busy,Moderate,Medium,Rainy,Concert,1321.63,0.79,4.4,27.54,9,0,Hotspot 13
522,56,Male,Driver,Music,2024-03-02 07:55,2024-02-28 14:32,No,Route 8,Sedan,120,Daily,0.46,Moderate,POI 3,45.29,Optimal Route 4,249,Yes,Busy,Congested,High,Rainy,Festival,1052.02,0.62,1.9,15.41,8,0,Hotspot 20
523,23,Male,Business Man,Smoking,2024-01-04 06:56,2024-02-03 11:35,No,Route 4,Bus,159,Occasionally,0.23,Light,POI 28,45.07,Optimal Route 4,394,No,Available,Moderate,Medium,Cloudy,None,1323.05,0.85,1.6,9.49,12,4,Hotspot 16
524,46,Male,Doctor,Smoking,2024-01-28 02:15,2024-01-10 13:37,Yes,Route 10,Bus,118,Weekly,0.43,Heavy,POI 29,29.66,Optimal Route 9,434,Yes,Busy,Congested,High,Snowy,Festival,1287.54,0.73,2.0,41.19,8,0,Hotspot 12
525,19,Female,Vlogger,Smoking,2024-03-16 08:13,2024-02-08 20:29,Yes,Route 9,Motorbike,127,Daily,0.43,Light,POI 24,44.39,Optimal Route 6,64,Yes,Available,Smooth,High,Sunny,Sports Event,1452.79,0.7,3.3,23.96,6,3,Hotspot 14
526,39,Female,Business Woman,Music,2024-02-18 09:54,2024-01-23 13:47,Yes,Route 1,Hatchback,95,Daily,0.48,Heavy,POI 22,34.17,Optimal Route 9,265,Yes,Available,Smooth,Low,Cloudy,Sports Event,1025.15,0.88,3.4,28.07,10,0,Hotspot 15
527,20,Female,Private Employee,Silent,2024-02-07 20:57,2024-01-25 15:16,Yes,Route 2,Electric,69,Occasionally,0.42,Moderate,POI 50,48.7,Optimal Route 3,416,No,Available,Moderate,Low,Sunny,Sports Event,1408.45,0.68,4.8,48.76,3,3,Hotspot 12
528,30,Female,Doctor,Silent,2024-03-31 19:45,2024-01-06 07:02,Yes,Route 1,SUV,161,Daily,0.04,Heavy,POI 15,11.62,Optimal Route 10,223,No,Available,Smooth,Medium,Cloudy,Festival,1093.32,0.52,3.3,24.84,9,3,Hotspot 18
529,20,Female,Driver,Music,2024-01-19 08:00,2024-01-09 21:38,No,Route 10,Hatchback,35,Occasionally,0.09,Moderate,POI 22,18.42,Optimal Route 4,486,Yes,Busy,Moderate,Medium,Snowy,Festival,1105.68,0.98,2.9,33.88,8,5,Hotspot 19
530,20,Male,Doctor,Conversation,2024-02-11 22:11,2024-03-22 04:24,Yes,Route 3,Auto,200,Daily,0.3,Light,POI 3,44.22,Optimal Route 4,49,Yes,Available,Congested,High,Cloudy,Concert,1478.05,0.55,1.9,15.42,5,3,Hotspot 15
531,35,Male,Student,Music,2024-02-22 23:34,2024-02-23 15:02,No,Route 16,SUV,111,Daily,0.32,Light,POI 36,47.8,Optimal Route 1,212,No,Busy,Congested,Low,Rainy,Festival,1466.88,0.92,2.0,7.47,13,3,Hotspot 7
532,35,Female,Student,Conversation,2024-03-09 00:12,2024-02-26 09:49,No,Route 1,SUV,32,Weekly,0.14,Moderate,POI 36,14.69,Optimal Route 7,112,No,Available,Congested,High,Rainy,Festival,1103.75,0.98,3.8,9.94,11,0,Hotspot 19
533,30,Female,Business Man,Music,2024-01-06 22:42,2024-03-08 03:27,No,Route 4,Electric,72,Weekly,0.35,Light,POI 22,30.9,Optimal Route 8,227,Yes,Busy,Smooth,Medium,Sunny,None,1350.74,0.96,2.5,7.38,11,3,Hotspot 2
534,27,Female,Vlogger,Music,2024-01-18 13:45,2024-03-13 00:40,Yes,Route 1,Bus,89,Occasionally,0.06,Heavy,POI 20,36.75,Optimal Route 5,255,No,Busy,Congested,High,Snowy,None,1350.45,0.63,1.5,19.98,12,5,Hotspot 14
535,18,Female,Business Woman,Smoking,2024-02-13 07:47,2024-01-21 03:51,Yes,Route 18,Hatchback,37,Weekly,0.39,Moderate,POI 6,15.39,Optimal Route 1,82,Yes,Available,Smooth,High,Cloudy,Concert,1154.65,0.55,1.5,5.58,11,2,Hotspot 5
536,30,Female,Teacher,Non-Smoking,2024-02-13 00:18,2024-02-05 21:24,No,Route 6,SUV,184,Weekly,0.11,Moderate,POI 23,26.48,Optimal Route 6,299,Yes,Available,Congested,High,Rainy,Festival,1404.61,0.96,4.4,44.95,10,4,Hotspot 20
537,33,Female,Engineer,Music,2024-01-11 20:29,2024-03-23 10:25,Yes,Route 6,Sedan,55,Daily,0.46,Light,POI 39,32.18,Optimal Route 4,345,Yes,Available,Moderate,Low,Rainy,Sports Event,1054.21,0.58,2.4,10.79,6,4,Hotspot 15
538,29,Male,Doctor,Conversation,2024-02-12 16:25,2024-01-03 09:20,No,Route 17,Auto,51,Daily,0.34,Heavy,POI 41,42.44,Optimal Route 1,269,Yes,Available,Moderate,High,Snowy,Sports Event,1327.22,0.8,3.6,28.59,3,5,Hotspot 3
539,22,Female,Business Woman,Non-Smoking,2024-01-15 08:42,2024-03-04 01:31,Yes,Route 13,SUV,116,Occasionally,0.09,Moderate,POI 45,10.35,Optimal Route 3,356,No,Available,Smooth,High,Sunny,None,1237.72,0.68,2.5,35.77,4,0,Hotspot 19
540,35,Female,Business Woman,Smoking,2024-01-15 06:05,2024-01-31 01:24,Yes,Route 1,Auto,163,Daily,0.24,Light,POI 4,42.28,Optimal Route 10,195,No,Available,Congested,Low,Sunny,Concert,1223.62,0.52,4.9,19.58,6,4,Hotspot 6
541,34,Female,Freelancer,Conversation,2024-02-03 01:58,2024-01-01 02:21,No,Route 3,Auto,124,Occasionally,0.1,Light,POI 32,16.08,Optimal Route 10,20,Yes,Available,Moderate,Low,Snowy,Concert,1438.91,0.56,4.2,28.74,8,3,Hotspot 2
542,45,Female,Vlogger,Smoking,2024-02-02 10:49,2024-03-07 12:04,Yes,Route 15,SUV,68,Weekly,0.43,Moderate,POI 17,20.09,Optimal Route 8,417,Yes,Available,Congested,High,Snowy,Festival,1318.37,0.88,4.6,39.15,9,2,Hotspot 10
543,33,Female,Student,Silent,2024-03-22 18:30,2024-03-20 06:15,Yes,Route 15,Sedan,58,Occasionally,0.26,Moderate,POI 39,15.21,Optimal Route 2,291,Yes,Busy,Congested,High,Rainy,Concert,1239.19,0.53,2.0,24.71,9,4,Hotspot 18
544,56,Female,Teacher,Music,2024-03-28 10:24,2024-02-27 08:24,No,Route 12,Motorbike,199,Occasionally,0.14,Moderate,POI 6,44.3,Optimal Route 3,312,No,Busy,Congested,Low,Rainy,Concert,1172.76,0.58,4.8,27.51,7,1,Hotspot 4
545,35,Male,Driver,Conversation,2024-01-19 19:19,2024-02-04 00:27,No,Route 10,Motorbike,19,Weekly,0.25,Moderate,POI 31,9.79,Optimal Route 2,423,Yes,Available,Congested,High,Rainy,Sports Event,1138.33,0.92,3.0,12.7,4,5,Hotspot 4
546,19,Female,Freelancer,Conversation,2024-02-04 19:48,2024-01-20 17:41,No,Route 14,Auto,198,Daily,0.27,Light,POI 21,2.62,Optimal Route 1,245,No,Available,Moderate,Medium,Sunny,Sports Event,1138.87,0.77,4.2,19.1,14,2,Hotspot 10
547,59,Female,Teacher,Smoking,2024-03-04 15:53,2024-02-28 02:40,No,Route 20,Hatchback,37,Weekly,0.45,Moderate,POI 11,37.61,Optimal Route 10,189,Yes,Available,Congested,High,Sunny,Festival,1491.48,0.76,2.3,46.84,12,4,Hotspot 17
548,54,Female,Private Employee,Smoking,2024-03-17 14:44,2024-01-15 19:09,No,Route 4,Hatchback,47,Weekly,0.41,Moderate,POI 22,8.01,Optimal Route 4,387,Yes,Busy,Smooth,Medium,Sunny,Concert,1092.92,0.69,1.3,43.22,15,3,Hotspot 12
549,26,Female,Driver,Smoking,2024-03-10 04:33,2024-03-30 04:01,No,Route 14,Sedan,91,Occasionally,0.03,Moderate,POI 46,26.18,Optimal Route 3,465,Yes,Available,Smooth,High,Rainy,Sports Event,1117.1,1.0,3.0,30.54,6,4,Hotspot 8
550,58,Female,Business Woman,Conversation,2024-01-05 10:39,2024-02-01 12:44,Yes,Route 12,SUV,67,Occasionally,0.33,Heavy,POI 8,1.13,Optimal Route 10,66,Yes,Available,Moderate,Medium,Snowy,Festival,1029.68,0.62,3.0,19.09,10,0,Hotspot 14
551,30,Female,Student,Smoking,2024-02-09 03:24,2024-03-19 06:06,Yes,Route 2,Sedan,54,Weekly,0.47,Light,POI 22,32.0,Optimal Route 3,332,No,Available,Congested,Low,Sunny,None,1222.62,0.8,2.1,16.68,7,1,Hotspot 20
552,39,Male,Vlogger,Silent,2024-02-16 16:25,2024-01-13 08:02,No,Route 8,Sedan,151,Weekly,0.19,Moderate,POI 5,30.12,Optimal Route 10,34,No,Available,Moderate,Low,Cloudy,None,1376.05,0.58,1.9,31.03,6,0,Hotspot 5
553,19,Male,Vlogger,Music,2024-01-09 10:42,2024-03-25 19:52,No,Route 1,Bus,128,Occasionally,0.22,Light,POI 12,48.67,Optimal Route 6,237,Yes,Busy,Congested,High,Rainy,Sports Event,1201.85,0.99,3.4,45.98,6,5,Hotspot 4
554,38,Female,Vlogger,Conversation,2024-01-02 12:20,2024-03-15 22:48,No,Route 10,Hatchback,13,Occasionally,0.26,Moderate,POI 46,1.87,Optimal Route 3,239,No,Busy,Congested,Medium,Snowy,None,1366.31,1.0,2.5,21.75,4,4,Hotspot 16
555,44,Male,Vlogger,Non-Smoking,2024-01-14 16:16,2024-02-19 05:35,Yes,Route 15,Electric,142,Weekly,0.37,Light,POI 43,14.52,Optimal Route 6,75,Yes,Available,Congested,High,Snowy,Concert,1257.72,0.57,3.7,32.45,8,5,Hotspot 5
556,57,Female,Business Man,Smoking,2024-02-21 04:57,2024-02-13 07:10,No,Route 16,Electric,152,Daily,0.25,Heavy,POI 14,5.83,Optimal Route 8,198,No,Busy,Moderate,Medium,Cloudy,Festival,1018.31,0.84,5.0,12.2,5,5,Hotspot 5
557,22,Female,Teacher,Silent,2024-01-28 10:48,2024-01-02 16:32,No,Route 2,Hatchback,51,Daily,0.22,Light,POI 40,27.6,Optimal Route 7,36,Yes,Busy,Smooth,Low,Snowy,Sports Event,1064.98,0.51,3.3,42.46,11,1,Hotspot 7
558,22,Male,Vlogger,Conversation,2024-02-03 09:23,2024-02-25 14:30,No,Route 20,Bus,77,Occasionally,0.39,Moderate,POI 32,17.17,Optimal Route 5,418,No,Available,Smooth,High,Cloudy,Concert,1359.75,0.58,3.5,27.47,8,3,Hotspot 11
559,36,Female,Business Woman,Smoking,2024-02-19 11:12,2024-01-12 20:43,Yes,Route 8,Motorbike,188,Weekly,0.21,Moderate,POI 45,26.46,Optimal Route 9,410,Yes,Busy,Smooth,Medium,Snowy,Festival,1222.45,0.66,3.5,46.58,7,4,Hotspot 7
560,44,Male,Freelancer,Music,2024-03-13 08:37,2024-01-10 19:20,Yes,Route 16,Motorbike,145,Occasionally,0.5,Moderate,POI 46,46.99,Optimal Route 4,295,Yes,Busy,Congested,Medium,Rainy,Festival,1303.61,0.92,3.2,19.18,5,3,Hotspot 10
561,23,Female,Freelancer,Non-Smoking,2024-02-29 10:35,2024-01-04 20:17,Yes,Route 11,Bus,57,Daily,0.26,Moderate,POI 10,47.08,Optimal Route 8,52,No,Available,Moderate,Medium,Rainy,None,1076.96,0.78,2.7,38.86,8,4,Hotspot 2
562,55,Male,Doctor,Non-Smoking,2024-02-10 16:29,2024-02-14 01:58,No,Route 5,Sedan,131,Weekly,0.18,Moderate,POI 5,11.57,Optimal Route 10,17,Yes,Busy,Moderate,Medium,Snowy,None,1052.77,0.87,1.3,15.3,2,0,Hotspot 1
563,58,Male,Business Man,Conversation,2024-03-19 17:01,2024-02-12 22:49,Yes,Route 2,SUV,67,Daily,0.16,Moderate,POI 4,5.06,Optimal Route 10,203,No,Available,Smooth,Medium,Cloudy,Sports Event,1136.34,0.8,1.0,36.7,8,5,Hotspot 7
564,44,Female,Freelancer,Smoking,2024-01-17 18:04,2024-02-29 14:29,No,Route 1,Hatchback,152,Occasionally,0.33,Heavy,POI 30,25.19,Optimal Route 5,181,Yes,Busy,Moderate,Medium,Rainy,Concert,1106.72,0.78,3.8,33.49,12,5,Hotspot 16
565,32,Female,Freelancer,Non-Smoking,2024-01-18 07:28,2024-01-28 19:55,Yes,Route 18,Motorbike,82,Weekly,0.49,Light,POI 41,43.21,Optimal Route 10,363,No,Available,Moderate,High,Snowy,Festival,1335.12,0.53,3.6,23.75,2,4,Hotspot 8
566,60,Male,Freelancer,Smoking,2024-01-11 11:26,2024-01-24 22:59,No,Route 5,Hatchback,143,Occasionally,0.32,Heavy,POI 31,43.89,Optimal Route 9,462,Yes,Busy,Congested,Low,Cloudy,Festival,1432.31,0.66,4.4,7.45,8,2,Hotspot 16
567,44,Female,Business Man,Silent,2024-01-08 12:59,2024-01-30 00:54,No,Route 20,SUV,122,Daily,0.06,Heavy,POI 1,4.08,Optimal Route 2,33,No,Busy,Moderate,High,Sunny,Concert,1480.48,0.99,4.0,12.34,13,0,Hotspot 14
568,40,Female,Teacher,Conversation,2024-02-13 15:01,2024-03-19 09:05,No,Route 7,Bus,127,Occasionally,0.4,Light,POI 36,16.96,Optimal Route 10,141,Yes,Busy,Congested,High,Rainy,Concert,1218.59,0.99,3.5,22.15,13,4,Hotspot 18
569,22,Female,Vlogger,Non-Smoking,2024-03-28 21:47,2024-02-08 11:08,No,Route 10,Sedan,78,Daily,0.02,Light,POI 44,27.1,Optimal Route 1,211,No,Available,Smooth,Low,Cloudy,Festival,1181.78,0.91,3.5,48.24,6,4,Hotspot 18
570,34,Male,Driver,Smoking,2024-03-15 01:49,2024-01-08 19:05,No,Route 13,Motorbike,15,Weekly,0.06,Light,POI 39,25.07,Optimal Route 4,434,Yes,Busy,Smooth,Low,Snowy,Festival,1453.02,0.52,4.8,9.69,11,1,Hotspot 13
571,53,Female,Business Man,Conversation,2024-03-01 02:23,2024-02-23 22:49,No,Route 15,Auto,30,Weekly,0.21,Moderate,POI 39,18.69,Optimal Route 2,313,Yes,Busy,Smooth,High,Snowy,Concert,1440.83,0.85,1.0,33.7,9,1,Hotspot 20
572,50,Male,Business Woman,Non-Smoking,2024-02-11 17:27,2024-03-07 07:35,Yes,Route 5,Bus,179,Daily,0.06,Moderate,POI 10,11.12,Optimal Route 5,409,Yes,Available,Moderate,High,Rainy,Concert,1136.83,0.5,3.4,45.84,10,1,Hotspot 9
573,29,Male,Driver,Silent,2024-02-28 02:30,2024-01-20 20:01,No,Route 9,Electric,79,Occasionally,0.09,Moderate,POI 11,7.85,Optimal Route 10,33,No,Busy,Moderate,Low,Rainy,None,1365.91,0.76,3.0,38.81,14,5,Hotspot 18
574,20,Female,Vlogger,Non-Smoking,2024-01-10 06:54,2024-01-19 07:23,Yes,Route 10,Bus,106,Daily,0.27,Moderate,POI 36,41.6,Optimal Route 6,407,Yes,Available,Smooth,Low,Cloudy,Concert,1113.38,0.68,2.0,9.1,10,4,Hotspot 10
575,18,Female,Doctor,Silent,2024-02-22 09:18,2024-02-10 04:58,Yes,Route 1,Sedan,122,Occasionally,0.46,Heavy,POI 24,42.94,Optimal Route 4,448,Yes,Busy,Moderate,High,Snowy,None,1287.4,0.51,2.5,30.7,5,3,Hotspot 5
576,29,Male,Driver,Smoking,2024-03-22 01:30,2024-02-23 14:20,No,Route 11,Bus,32,Daily,0.38,Light,POI 48,9.92,Optimal Route 1,340,No,Available,Smooth,High,Snowy,Sports Event,1466.73,0.85,2.9,32.67,10,5,Hotspot 18
